N,P,K,temperature,humidity,ph,rainfall,label
32.37,68.98,22.39,29.15,70.5,7.49,77.78,blackgram
28.51,144.87,203.79,22.71,92.35,6.13,109.96,apple
14.23,31.65,29.79,31.41,49.23,6.11,99.4,mango
68.38,92.93,47.05,28.43,82.62,5.74,109.88,banana
23.88,123.74,200.83,23.44,91.9,6.01,105.76,apple
135.46,51.65,22.87,22.7,82.21,7.69,74.89,cotton
73.38,52.97,36.04,23.37,83.81,6.75,206.19,rice
43.94,74.25,19.14,28.36,58.0,6.89,64.1,blackgram
109.18,21.9,53.22,28.34,92.58,6.1,24.3,muskmelon
86.63,20.47,55.28,24.11,89.27,6.46,52.89,watermelon
98.29,32.92,28.9,23.77,60.36,6.47,167.74,coffee
93.66,19.35,47.92,27.29,84.82,6.7,54.53,watermelon
81.02,45.64,45.01,22.82,77.51,6.44,170.62,jute
41.21,69.27,78.71,19.78,15.85,7.65,69.33,chickpea
70.32,42.22,44.08,22.42,76.93,7.13,178.46,jute
22.12,40.76,16.94,27.05,85.83,6.51,51.36,mungbean
14.78,131.64,205.0,23.38,82.66,6.41,67.98,grapes
86.13,40.46,37.08,26.03,76.59,6.38,157.12,jute
23.38,59.75,23.44,30.22,81.34,6.93,48.08,mungbean
27.69,145.0,202.51,19.47,91.18,6.08,109.75,apple
16.37,140.96,200.41,18.5,81.15,6.14,68.27,grapes
25.53,21.22,33.33,28.25,96.94,5.68,148.66,coconut
20.3,50.33,23.75,25.53,51.45,6.34,54.23,mothbeans
81.87,48.45,14.07,20.05,64.62,5.84,92.0,maize
20.72,20.05,31.03,29.82,97.19,5.86,143.39,coconut
16.41,12.82,40.15,21.45,89.01,6.53,103.0,pomegranate
71.26,48.77,39.0,22.97,75.85,6.42,191.09,jute
91.38,70.81,41.39,27.35,78.71,5.57,114.11,banana
26.31,83.94,20.59,25.44,38.81,5.93,171.58,pigeonpeas
45.75,80.15,20.72,27.79,64.07,7.19,80.21,blackgram
66.8,50.65,41.48,24.1,83.34,6.13,242.01,rice
28.32,72.85,25.35,23.56,44.95,5.43,163.93,pigeonpeas
16.93,19.58,29.73,36.73,53.02,6.68,99.99,mango
19.37,16.74,36.5,18.29,88.36,6.54,103.28,pomegranate
21.67,140.89,195.81,22.0,83.38,6.0,71.94,grapes
11.53,137.9,199.35,24.3,90.96,5.84,120.56,apple
50.11,73.4,19.27,32.6,59.05,6.7,54.73,blackgram
16.84,10.2,8.48,27.99,89.22,7.0,110.74,orange
73.92,49.53,20.75,26.34,64.82,6.28,92.09,maize
118.35,29.03,28.91,26.86,58.27,7.36,158.03,coffee
101.73,19.43,53.94,29.55,91.96,6.37,31.75,muskmelon
18.72,80.07,20.69,21.1,23.26,5.78,118.48,kidneybeans
18.29,127.01,201.92,26.2,84.7,6.47,69.33,grapes
16.18,75.91,22.0,32.55,42.83,5.61,154.13,pigeonpeas
91.53,27.58,29.12,27.66,61.68,6.88,158.05,coffee
17.97,16.14,9.51,23.17,94.77,6.95,102.36,orange
107.9,73.76,48.06,27.39,80.28,6.22,88.48,banana
21.78,29.46,29.36,32.56,49.02,5.8,93.05,mango
15.79,141.71,199.49,23.91,82.9,5.76,71.43,grapes
19.8,70.79,26.88,23.81,63.53,6.95,51.06,lentil
